Wall time,Step,Value
1775854308.951429,5,0.14027999341487885
1775854405.172011,10,0.19528000056743622
1775854493.7414548,15,0.121799997985363
1775854595.71178,20,0.1412000060081482
1775854697.9687164,25,0.16859999299049377
1775854789.7463186,30,0.1456799954175949
1775854883.7884722,35,0.10918000340461731
1775854983.8342998,40,0.16641999781131744
1775855085.8193648,45,0.15092000365257263
1775855182.8550725,50,0.13609999418258667
1775855280.2990017,55,0.13086000084877014
1775855377.254129,60,0.10220000147819519
1775855476.8341055,65,0.11146000027656555
1775855567.3754761,70,0.10664000362157822
1775855671.330873,75,0.1250399947166443
1775855772.510167,80,0.1379999965429306
1775855865.679995,85,0.19995999336242676
1775855957.2092881,90,0.12849999964237213
1775856059.0577366,95,0.07444000244140625
1775856163.2476585,100,0.10232000052928925
1775856253.9367912,105,0.0655599981546402
1775856352.2171373,110,0.03959999978542328
1775856453.375317,115,0.017559999600052834
1775856552.2228615,120,0.06074000149965286
1775856643.2658517,125,0.008679999969899654
1775856747.6908164,130,0.08166000247001648
1775856848.776671,135,0.0294599998742342
1775856943.3597012,140,0.022840000689029694
1775857035.067764,145,0.03463999927043915
1775857136.4389935,150,0.04575999826192856
1775857239.2182086,155,0.06967999786138535
1775857330.9347584,160,0.018880000337958336
1775857426.8380194,165,0.03282000124454498
1775857524.824067,170,0.04797999933362007
1775857626.4628427,175,0.0805400013923645
1775857720.0134356,180,0.04405999928712845
1775857819.3884547,185,0.02531999908387661
1775857916.305886,190,0.13986000418663025
1775858018.2099404,195,0.025779999792575836
1775858117.5108345,200,0.029680000618100166
1775858221.1842518,205,0.06334000080823898
1775858321.958134,210,0.057020001113414764
1775858413.4460657,215,0.006819999776780605
1775858512.2986655,220,0.12108000367879868
1775858616.8401866,225,0.07026000320911407
1775858715.0707083,230,0.006800000090152025
1775858807.8440115,235,0.00394000019878149
1775858913.9404638,240,0.09551999717950821
1775859014.8027494,245,0.006500000134110451
1775859109.1200318,250,0.06363999843597412
1775859203.746913,255,0.007360000163316727
1775859307.4064107,260,0.00977999996393919
1775859413.1340592,265,0.0007999999797903001
1775859511.5898354,270,0.12984000146389008
1775859606.1141255,275,0.07716000080108643
1775859704.0566256,280,0.06106000021100044
1775859806.26422,285,0.050859998911619186
1775859906.7834144,290,0.0660799965262413
1775860003.699299,295,0.0053400001488626
1775860109.4942508,300,0.004399999976158142
1775860208.4647262,305,0.00687999976798892
1775860304.9157093,310,0.016179999336600304
1775860405.0218177,315,0.04224000126123428
1775860500.9516459,320,0.034540001302957535
1775860591.9737074,325,0.06453999876976013
1775860694.117668,330,0.028139999136328697
1775860794.0662668,335,0.029559999704360962
1775860891.9201467,340,0.05297999829053879
1775860979.797252,345,0.02370000071823597
1775861081.9655793,350,0.05045999959111214
1775861182.2581728,355,0.009560000151395798
1775861272.250664,360,0.10481999814510345
1775861361.9111679,365,0.07502000033855438
1775861461.2745736,370,0.002259999979287386
1775861565.5787692,375,0.07947999984025955
1775861658.2973192,380,0.020840000361204147
1775861754.5364347,385,0.0582600012421608
1775861853.4786053,390,0.004540000110864639
1775861950.90726,395,0.005619999952614307
1775862039.7699516,400,0.04121999815106392
1775862140.0382004,405,0.027699999511241913
1775862236.8940778,410,0.022520000115036964
1775862335.9907544,415,0.06552000343799591
1775862420.2556734,420,0.03791999816894531
1775862522.9548712,425,0.0575999990105629
1775862624.6399536,430,0.04588000103831291
1775862716.850408,435,0.003280000062659383
1775862807.8432744,440,0.08799999952316284
1775862904.8917882,445,0.0456399992108345
1775863006.5236597,450,0.00803999975323677
1775863097.711519,455,0.02816000021994114
1775863191.5634923,460,0.012400000356137753
1775863290.7938397,465,0.0032599999103695154
1775863388.7050905,470,0.007459999993443489
1775863477.8525698,475,0.015599999576807022
1775863577.3895588,480,0.01498000044375658
1775863675.0877428,485,0.09335999935865402
1775863773.9611259,490,0.03937999904155731
1775863858.03959,495,0.018120000138878822
1775863960.642873,500,0.018400000408291817
1775864061.193901,505,0.09706000238656998
1775864154.41639,510,0.029319999739527702
1775864243.5151458,515,0.035259999334812164
1775864339.3886347,520,0.12414000183343887
1775864442.0473719,525,0.06040000170469284
1775864534.8425128,530,0.08302000164985657
1775864627.355152,535,0.13977999985218048
1775864726.9954693,540,0.021040000021457672
1775864824.3168838,545,0.002899999963119626
1775864913.6910913,550,0.01606000028550625
1775865010.5328372,555,0.0047599999234080315
1775865108.8296077,560,0.003160000080242753
1775865209.013414,565,0.023679999634623528
1775865293.0444357,570,0.03255999833345413
1775865395.8831806,575,0.02556000091135502
1775865494.3473284,580,0.07320000231266022
1775865589.1723979,585,0.056439999490976334
1775865676.497041,590,0.07039999961853027
1775865774.7147171,595,0.05127999931573868
1775865877.0378294,600,0.07714000344276428
1775865969.4955912,605,0.007160000037401915
1775866062.0509393,610,0.032839998602867126
1775866161.7999647,615,0.019039999693632126
1775866259.1605396,620,0.08048000186681747
1775866350.87229,625,0.0018400000408291817
1775866446.7164388,630,0.0031399999279528856
1775866545.2362223,635,0.07537999749183655
